date,vendor,product_type,product_name,pay_method,value,direction
2025-10-16,lidl,groceries,food,card,2117,out
2025-10-16,melodin,eat_out,food,nice,1746,out
2025-10-16,mol_bubi,fee,late_return,card,5000,in
2025-10-16,bricklink,fun_item,lego,card,16700,out
2025-10-16,otp,fee,transfer,card,333,out
2025-10-16,smashy_burger,eat_out,food,nice,2580,out
2025-10-16,nts,smoking,pack_of_cigarettes,card,2940,out
2025-10-17,spar,groceries,food,card,130,out
2025-10-17,melodin,eat_out,food,nice,2788,out
2025-10-17,spar,groceries,food,card,79,out
2025-10-17,aldi,groceries,alcohol,card,3904,out
2025-10-17,kfc,eat_out,food,nice,2480,out
2025-10-18,nts,smoking,tobacco,card,2500,out
2025-10-18,lipoti_pekseg,eat_out,bakery,card,353,out
2025-10-18,jysk,fun_item,ekszer_tanyer,card,1850,out
2025-10-18,pirex,fun_item,stationery,card,9870,out
2025-10-18,lego_store_allee,fun_item,lego,card,19198,out
2025-10-18,starbucks,eat_out,coffee,card,2210,out
2025-10-18,ryan_market,groceries,drink,card,500,out
2025-10-18,moto_pizza_bartok,eat_out,food,nice,4040,out
2025-10-18,spar,groceries,food,card,2148,out
2025-10-19,aran_bakery,groceries,food,card,750,out
2025-10-19,kelet_kavezo_es_galeria,eat_out,coffee,nice,1568,out
2025-10-19,lidl,groceries,food,card,3432,out
2025-10-19,morzsa_jatekbolt,fun_item,playmobil,card,3880,out
2025-10-20,nts,smoking,paper,card,90,out
2025-10-20,lipoti_pekseg,eat_out,bakery,card,490,out
2025-10-20,melodin,eat_out,food,nice,1970,out
2025-10-20,regio_jatek,fun_item,playmobil,card,2990,out
2025-10-20,spar,groceries,food,card,1880,out
2025-10-21,melodin,eat_out,food,nice,2753,out
2025-10-21,spar,groceries,drink,card,299,out
2025-10-21,spar,groceries,food,card,5711,out
2025-10-22,nts,smoking,swan_filter,card,260,out
2025-10-22,dobay_cukraszda,clothing,coffee,card,1878,out
2025-10-22,melodin,eat_out,food,nice,2437,out
2025-10-22,mav,travel,train_ticket,card,3856,out
2025-10-23,las_vegan_s,eat_out,food,card,5280,out
