date,vendor,product_type,product_name,pay_method,value,direction
2025-08-19,spar,fun_item,minecraft_card,cash,700,out
2025-08-19,spar,body_care,shower_gel,cash,1190,out
2025-08-19,friend,groceries,contribution,cash,3110,out
2025-08-20,sumegtress,eat_out,alcohol,card,1000,out
2025-08-20,sumegtress,eat_out,drink,card,1000,out
2025-08-20,marci,eat_out,ice_cream,card,1500,out
2025-08-21,komaromy_pekseg,groceries,food,card,1220,out
2025-08-21,lidl,groceries,food,card,1827,out
2025-08-26,mav,travel,train_ticket,card,3856,out
2025-08-28,melodin,eat_out,food,nice,2645,out
2025-08-28,mol_bubi,fee,monthly_pass,card,1500,out
2025-08-28,decathlon,fun_item,diving_set,card,12960,out
2025-08-28,prima,groceries,drink,card,1049,out
2025-08-28,bamba_marha_burger_bar,eat_out,food,card,4771,out
2025-08-29,melodin,eat_out,food,nice,3455,out
2025-08-29,lidl,groceries,food,card,4687,out
2025-08-30,kelet_kavezo_es_galeria,eat_out,coffee,card,1540,out
2025-08-30,lidl,groceries,food,card,4005,out
2025-08-30,bartok_delikat,groceries,drink,card,490,out
2025-08-31,vaj,eat_out,coffee,card,1590,out
2025-08-31,vaj,eat_out,bakery,card,2590,out
2025-08-31,butlers,fun_item,candlestick,card,890,out
2025-08-31,jysk,house_care,candle,card,1250,out
2025-08-31,dm,body_care,hair_wax,cash,4600,out
2025-08-31,corvin_plaza,fee,toilet_use,card,200,out
2025-08-31,decathlon,fun_item,sleeping_bag,card,21980,out
2025-08-31,lidl,groceries,food,card,2248,out
2025-09-01,met,monthly_income,salary,card,551897,in
2025-09-01,met,monthly_income,fringe_benefit,nice,38793,in
2025-09-01,melodin,eat_out,food,nice,2333,out
2025-09-01,spar,groceries,snack,card,1277,out
2025-09-02,universe,loan,appreciation,card,59069,out
2025-09-02,smoothie_sanctuary,eat_out,food,nice,4000,out
2025-09-02,melodin,eat_out,food,nice,2333,out
2025-09-02,apple,fee,icloud,card,399,out
2025-09-02,butlers,fun_item,candlestick,cash,890,in
2025-09-03,muvhaz_kavezo,eat_out,coffee,card,924,out
2025-09-03,melodin,eat_out,food,nice,2336,out
2025-09-05,pajti,eat_out,food,nice,9000,out
2025-09-06,lidl,groceries,food,card,3096,out
2025-09-07,otp,fee,account,card,255,out
2025-09-11,mav,travel,train_ticket,card,4179,out
2025-09-11,bkk,travel,county_pass,card,9450,out
2025-09-11,konyvmentok,fun_item,book,card,450,out
2025-09-11,lidl,groceries,food,card,4566,out
2025-09-12,heureka_original_greek_food,eat_out,food,nice,4440,out
2025-09-12,heureka_original_greek_food,eat_out,drink,card,630,out
2025-09-12,lidl,groceries,food,card,2992,out
2025-09-13,mol_bubi,fee,late_return,card,50,out
2025-09-13,harom_tarka_macska,eat_out,coffee,card,1290,out
2025-09-13,harom_tarka_macska,eat_out,bakery,nice,2950,out
2025-09-13,manna_abc,groceries,snack,cash,3200,out
2025-09-13,dolce_fantasia_gelateria_italiana,eat_out,ice_cream,cash,2050,out
2025-09-13,dolce_fantasia_gelateria_italiana,gift,tip,cash,350,out
2025-09-14,dm,house_care,detergent,card,1894,out
2025-09-14,spar,groceries,food,card,15856,out
2025-09-14,lidl,groceries,food,card,2547,out
2025-09-14,lumen,eat_out,drink,card,1500,out
2025-09-15,spar,groceries,food,card,287,out
2025-09-15,landlord,fee,flat_rent,cash,202109,out
2025-09-16,melodin,eat_out,food,nice,3491,out
2025-09-17,melodin,eat_out,food,nice,2857,out
2025-09-17,cba,groceries,food,card,869,out
2025-09-17,lidl,groceries,food,card,4802,out
2025-09-18,spar,groceries,food,card,6971,out
2025-09-18,qq_express,groceries,food,card,1649,out
2025-09-19,pekmuhely_bartok,eat_out,bakery,card,3970,out
2025-09-19,bartok_delikat,groceries,drink,card,900,out
2025-09-19,heureka_original_greek_food,eat_out,food,nice,6670,out
2025-09-19,friend,loan,food,cash,5000,in
2025-09-19,pro_vita,groceries,food,card,2300,out
2025-09-19,spar,groceries,alcohol,card,6398,out
2025-09-19,spar,groceries,snack,card,2146,out
2025-09-19,nts,groceries,alcohol,card,3600,out
2025-09-20,aran_bakery,groceries,food,card,1190,out
2025-09-20,spar,groceries,drink,card,949,out
2025-09-20,repont,fee,recups,card,650,in
2025-09-20,lidl,groceries,food,card,5497,out
2025-09-20,friend,loan,alcohol,cash,4000,in
2025-09-20,friend,loan,alcohol,cash,3000,in
2025-09-20,aldi,groceries,alcohol,card,11546,out
2025-09-20,friend,loan,alcohol,cash,3000,in
2025-09-20,friend,loan,alcohol,cash,5500,in
2025-09-20,ticketswap,fee,entry_ticket,card,3399,out
2025-09-20,friend,clothing,jacket,cash,10000,out
2025-09-20,turbina,eat_out,alcohol,card,2350,out
2025-09-20,richie_s_burger,eat_out,food,card,3000,out
2025-09-20,kfc,eat_out,cake,cash,2680,out
2025-09-20,karimi_gyros,eat_out,cake,card,1400,out
2025-09-21,spar,groceries,drink,card,249,out
2025-09-21,piknik_kert,eat_out,coffee,card,750,out
2025-09-21,piknik_kert,eat_out,food,card,3890,out
2025-09-21,nts,smoking,pack_of_cigarettes,cash,3100,out
2025-09-22,mol_bubi,fee,late_return,card,5000,out
2025-09-22,melodin,eat_out,food,nice,2740,out
2025-09-22,konyvmentok,fun_item,book,cash,1350,out
2025-09-22,smashy_burger,eat_out,food,nice,2580,out
2025-09-22,fecske_presszo,eat_out,drink,card,1419,out
2025-09-22,nikolett.com,fun_item,book,card,9990,out
2025-09-23,melodin,eat_out,food,nice,2611,out
2025-09-23,spar,groceries,food,card,4974,out
2025-09-23,dm,groceries,food,card,2898,out
2025-09-23,be_lenka,clothing,shoes,card,38190,out
2025-09-24,flow_boulder,fee,entry_ticket,nice,4790,out
2025-09-24,nts,groceries,drink,card,449,out
2025-09-25,melodin,eat_out,food,nice,3537,out
2025-09-25,spar,groceries,food,card,808,out
2025-09-25,pirex,fun_item,sniccer,card,1350,out
2025-09-25,dm,groceries,snack,card,838,out
2025-09-25,spar,groceries,food,card,2448,out
2025-09-25,mav,travel,train_ticket,card,5129,out
2025-09-26,addicted2caffeine,eat_out,coffee,card,1490,out
2025-09-26,nts,groceries,drink,card,449,out
2025-09-26,belfrit,eat_out,food,card,3290,out
2025-09-26,lipoti_pekseg,eat_out,bakery,card,1430,out
2025-09-27,jutka,body_care,haircut,cash,4000,out
2025-09-27,second_hand,clothing,jacket,card,11999,out
2025-09-27,second_hand,clothing,tie,card,399,out
2025-09-27,sutibarlang,eat_out,cake,card,3100,out
2025-09-28,mav,travel,train_ticket,card,5129,out
2025-09-28,sztupa,house_care,incense,cash,3800,out
2025-09-28,mol_bubi,fee,monthly_pass,card,1500,out
2025-09-28,spotify,fee,monthly_pass,card,2190,out
2025-09-29,nts,smoking,swan_filter,card,350,out
2025-09-29,melodin,eat_out,food,nice,3123,out
2025-09-29,indigo_express,eat_out,cake,card,1980,out
2025-09-30,melodin,eat_out,food,nice,3483,out
2025-09-30,spar,groceries,food,card,209,out
2025-10-01,met,monthly_income,salary,card,538632,in
2025-10-01,met,monthly_income,fringe_benefit,nice,38793,in
2025-10-01,otp,fee,account,card,449,out
2025-10-01,melodin,eat_out,food,nice,2022,out
2025-10-01,universe,loan,appreciation,card,57743,out
2025-10-01,fless_buda,fee,entry_ticket,nice,4300,out
2025-10-01,roni_abc,groceries,snack,card,3168,out
2025-10-01,roni_abc,groceries,drink,card,1333,out
2025-10-02,nts,smoking,tobacco,card,2500,out
2025-10-02,melodin,eat_out,food,nice,2955,out
2025-10-02,aldi,groceries,food,card,849,out
2025-10-02,spar,groceries,alcohol,card,1009,out
2025-10-02,karimi_gyros,eat_out,cake,cash,4200,out
2025-10-02,karimi_gyros,gift,cake,cash,700,in
2025-10-03,melodin,eat_out,food,nice,2131,out
2025-10-03,fovarosi_szabo_ervin_konyvtar,fee,yearly_pass,card,10000,out
2025-10-03,richie_s_burger,eat_out,food,nice,4600,out
2025-10-04,aran_bakery,groceries,food,card,1190,out
2025-10-04,repont,fee,recups,card,450,in
2025-10-04,lidl,groceries,food,card,6885,out
2025-10-04,kelet_kavezo_es_galeria,eat_out,coffee,nice,1568,out
2025-10-04,family_shop,groceries,drink,card,249,out
2025-10-04,konyvmentok,fun_item,book,card,900,out
2025-10-04,lumen,eat_out,coffee,card,1650,out
2025-10-04,euro_diszkont,groceries,drink,card,250,out
2025-10-05,lidl,groceries,food,card,3167,out
2025-10-05,heureka_original_greek_food,eat_out,food,card,1950,out
2025-10-05,lidl,groceries,snack,card,1727,out
2025-10-05,otp,fee,account,card,225,out
2025-10-06,melodin,eat_out,food,nice,2835,out
2025-10-06,dm,body_care,deodorant,card,1289,out
2025-10-06,dm,groceries,food,card,1299,out
2025-10-06,spar,groceries,food,card,2927,out
2025-10-07,melodin,eat_out,food,nice,2700,out
2025-10-07,new_yorker,clothing,sweater,card,9670,out
2025-10-07,corvin_plaza,fee,toilet_use,card,200,out
2025-10-07,lidl,groceries,food,card,1218,out
2025-10-08,bellozzo,eat_out,food,card,2510,out
2025-10-08,lidl,groceries,food,card,2277,out
2025-10-09,lipoti_pekseg,eat_out,bakery,card,490,out
2025-10-09,melodin,eat_out,food,nice,2413,out
2025-10-09,spar,groceries,food,card,626,out
2025-10-09,landlord,fee,flat_rent,cash,204300,out
2025-10-09,spar,groceries,food,card,4294,out
2025-10-09,mav,travel,train_ticket,card,5129,out
2025-10-10,lidl,groceries,food,card,118,out
2025-10-10,brucker_pekseg,groceries,food,card,250,out
2025-10-10,lipoti_pekseg,eat_out,bakery,card,990,out
2025-10-10,otp,fee,transfer,card,1955,out
2025-10-11,esszencia,fun_item,pille_picture,cash,7000,out
2025-10-11,esszencia,gift,bookmark,cash,1000,out
2025-10-11,prima,groceries,drink,card,5374,out
2025-10-12,friend,groceries,contribution,cash,5000,in
2025-10-12,mav,travel,train_ticket,card,3239,out
2025-10-12,bkk,travel,monthly_pass,card,9450,out
2025-10-13,lipoti_pekseg,eat_out,bakery,card,590,out
2025-10-13,melodin,eat_out,food,nice,1799,out
2025-10-13,spar,groceries,food,card,158,out
2025-10-13,lidl,groceries,food,card,3539,out
2025-10-14,melodin,eat_out,food,nice,2328,out
2025-10-14,lidl,groceries,food,card,1460,out
2025-10-15,termeszetkosar,fun_item,crystal_ball,card,11159,out
2025-10-15,lipoti_pekseg,eat_out,bakery,card,490,out
2025-10-15,melodin,eat_out,food,nice,2967,out
2025-10-15,decathlon,fun_item,massage_set,card,9980,out
2025-10-15,muller,fun_item,candle,card,8745,out
2025-10-15,corvin_plaza,fee,toilet_use,card,200,out
2025-10-15,prima,groceries,food,card,1681,out
